imdbId,title,releaseYear,genre,actors,directors
tt0813539,Mr Prime Minister,2005,Comedy,Dev Anand | Prem Chopra | Milind Gunaji | A.K. Hangal,Dev Anand
tt0813540,Naksha,2006,Action | Adventure,Sunny Deol | Vivek Oberoi | Sameera Reddy | Jackie Shroff,Sachin Bajaj
tt0814014,Apne,2007,Drama | Sport,Dharmendra | Sunny Deol | Bobby Deol | Shilpa Shetty,Anil Sharma
tt0814082,Dil Diya Hai,2006,Drama | Romance | Thriller,Emraan Hashmi | Ashmit Patel | Geeta Basra | Mithun Chakraborty,Aditya Datt
tt0814158,Ishq Qayamat,2004,Thriller,Suman Ranganathan | Milind Gunaji | Deepak Jethi | Kashmira Shah,V. Menon
tt0814295,Rocky,2006,Action | Drama | Romance,Zayed Khan | Isha Sharvani | Minissha Lamba | Rajat Bedi,Suresh Krishna
tt0816657,Speed,2007,Action | Drama | Romance,Urmila Matondkar | Sanjay Suri | Zayed Khan | Aftab Shivdasani,Vikram Bhatt
tt0819810,Traffic Signal,2007,Drama,Kunal Khemu | Neetu Chandra | Upendra Limaye | Ranvir Shorey,Madhur Bhandarkar
tt0823261,Zindaggi Rocks,2006,Drama | Romance,Sushmita Sen | Shiney Ahuja | Julian Burkhardt | Ravi Gossain,Tanuja Chandra
tt0823451,Dus Kahaniyaan,2007,Adventure | Crime | Drama,Arbaaz Khan | Mandira Bedi | Sudhanshu Pandey | Jimmy Shergill,Jasmeet Dhodhi | Meghna Gulzar | Sanjay Gupta | Apoorva Lakhia | Hansal Mehta | Rohit Roy
tt0824316,Dor,2006,Drama,Ayesha Takia | Shreyas Talpade | Gul Panag | Girish Karnad,Nagesh Kukunoor
tt0824375,Nishabd,2007,Drama,Amitabh Bachchan | Jiah Khan | Revathy | Nasser,Ram Gopal Varma
tt0826165,Raja Bhai Lagey Raho...,2005,Comedy,Ravi Kishan | Rajeev Awasthi | Chittaranjan Giri | Arun Kumar,Dinesh D. Awasthi
tt0829200,Humein Tumse Pyar Ho Gaya Chupke Chupke,2003,Drama,Meghna Desai | Siddharth Dhawan | Dinesh Hingoo | Shakti Kapoor,Pramod Mandloi
tt0831816,Shiva,2006,Action | Crime | Drama,Mohit Ahlawat | Priyanka Kothari | Vinod Jaywant | Nagesh Bhonsle,Ram Gopal Varma
tt0831840,Ahista Ahista,2006,Drama | Romance,Abhay Deol | Soha Ali Khan | Shayan Munshi | Murad Ali,Shivam Nair
tt0832365,Stop!,2004,Comedy | Romance,Rocky Bhatia | Dia Mirza | Tejaswini Kolhapure | Gauri Karnik,Ajai Sinha
tt0833476,Jhoom Barabar Jhoom,2007,Comedy | Drama | Musical,Abhishek Bachchan | Preity Zinta | Bobby Deol | Lara Dutta,Shaad Ali
tt0833484,The Killer,2006,Action | Comedy | Crime,Irrfan Khan | Emraan Hashmi | Priyanka Kothari | Bharati Achrekar,Hasnain Hyderabadwala | Raksha Mistry
tt0833499,Mashooka,2005,Romance | Thriller,Aditya Bal | Meghna Naidu | Vidya Malvade,Afzal Ahmad
tt0833537,Souten: The Other Woman,2006,Thriller,Mahima Chaudhry | Padmini Kolhapure | Shakti Kapoor | Gulshan Grover,Karan Razdan
tt0833553,Ta Ra Rum Pum,2007,Comedy | Family | Romance,Saif Ali Khan | Rani Mukerji | Mayank Amin | Vic Aviles,Siddharth Anand
tt0833561,Woh Lamhe,2006,Biography | Drama | Romance,Kangana Ranaut | Shiney Ahuja | Shaad Randhawa | Purab Kohli,Mohit Suri
tt0839742,Bhopal: A Prayer for Rain,2014,Drama | History,Mischa Barton | Martin Sheen | Kal Penn | Rajpal Yadav,Ravi Kumar
tt0845448,Dhamaal,2007,Comedy,Sanjay Dutt | Ritesh Deshmukh | Arshad Warsi | Aashish Chaudhary,Indra Kumar
tt0845492,My Name Is Anthony Gonsalves,2008,Action | Comedy | Crime,Nikhil Dwivedi | Amrita Rao | Mithun Chakraborty | Anupam Kher,Eeshwar Nivas
tt0845494,Nanhe Jaisalmer: A Dream Come True,2007,Comedy | Drama | Family,Dwij Yadav | Bobby Deol | Sharat Saxena | Vivek Shaq,Samir Karnik
tt0845503,Nigehbaan: The Third Eye,2005,Thriller,Sameer Dharmadhikari | Sandali Sinha | Sayaji Shinde | Govind Namdeo,Dilip Shankar
tt0845529,Risk,2007,Action | Drama | Thriller,Vinod Khanna | Randeep Hooda | Tanushree Dutta | Madhuri Bhagwat,Vishram Sawant
tt0847180,Loot,2011,Action | Comedy | Crime,Shweta Bhardwaj | Mimoh Chakraborty | Prem Chopra | Sudhir S. Dayma,Rajnish Thakur
tt0847758,Pyaar Zindagi Hai,2001,Thriller,Rajesh Khanna | Mohnish Bahl | Ashima Bhalla | Asawari Joshi,Vijay Sadanah
tt0857381,I See You,2006,Comedy | Drama | Romance,Arjun Rampal | Vipasha Agarwal | Chunky Pandey | Boman Irani,Vivek b Agrawal
tt0860454,MP3: Mera Pehla Pehla Pyaar,2007,Drama | Romance,Menekka Arora | Sarthak Bhasin | Sagar Chawla | Hazel Croney,Robby Grewal
tt0872190,Cash,2007,Action | Drama | Thriller,Ajay Devgn | Sunil Shetty | Zayed Khan | Ritesh Deshmukh,Anubhav Sinha
tt0874854,Anjaane: The Unkown,2005,Horror,Manisha Koirala | Sanjay Kapoor | Helen | Daisy Irani,Harryy W. Fernaandes
tt0875692,Aggar: Passion Betrayal Terror,2007,Romance | Thriller,Tusshar Kapoor | Udita Goswami | Shreyas Talpade | Sophiya Chaudhary,Anant Mahadevan
tt0882969,The Golden Boys,2008,Comedy | Romance,David Carradine | Rip Torn | Bruce Dern | Mariel Hemingway,Daniel Adams
tt0885398,Anamika: The Untold Story,2008,Drama | Romance | Thriller,Dino Morea | Minissha Lamba | Koena Mitra | Gulshan Grover,Anant Mahadevan
tt0886505,Kaafila,2007,Action,Sunny Deol | Ammtoje Mann | Sudesh Berry | Sana,Ammtoje Mann
tt0886539,Luck by Chance,2009,Drama,Farhan Akhtar | Konkona Sen Sharma | Rishi Kapoor | Dimple Kapadia,Zoya Akhtar
tt0887753,Kya Love Story Hai,2007,Comedy | Drama | Romance,Tusshar Kapoor | Ayesha Takia | Karan Hukka | Rahul Singh,Lovely Singh
tt0892874,Halla Bol,2008,Action | Crime | Drama,Ajay Devgn | Vidya Balan | Pankaj Kapur | Darshan Jariwala,Rajkumar Santoshi
tt0893585,Detective Naani,2009,Crime | Drama | Family,Ava Mukherjee | Zain Khan | Simran Singh | Amrita Raichand,Romilla Mukherjee
tt0896968,Red: The Dark Side,2007,Drama | Romance | Thriller,Aftab Shivdasani | Celina Jaitly | Amrita Arora | Amin Hajee,Vikram Bhatt
tt0898943,Raqeeb,2007,Crime | Drama | Mystery,Rahul Khanna | Sharman Joshi | Tanushree Dutta | Jimmy Shergill,Anurag Singh
tt0920464,Manorama Six Feet Under,2007,Crime | Drama | Mystery,Abhay Deol | Gul Panag | Raima Sen | Sarika,Navdeep Singh
tt0926029,99.9 FM,2005,Crime,Shawar Ali | Jaipreet Nagra | Raima Sen | Dipannita Sharma,Sanjay Bhatia
tt0926187,Arjun Devaa,2001,Action | Crime | Musical,Mithun Chakraborty | Puru Rajkumar | Rutika Singh | Gajendra Chouhan,Imran Khan
tt0964516,Fashion,2008,Drama | Romance,Priyanka Chopra | Kangana Ranaut | Mugdha Godse | Arbaaz Khan,Madhur Bhandarkar
tt0976026,Cheeni Kum,2007,Comedy | Romance,Amitabh Bachchan | Tabu | Paresh Rawal | Zohra Segal,R. Balki
tt0979891,Hattrick,2007,Comedy | Drama | Romance,Nana Patekar | Danny Denzongpa | Paresh Rawal | Kunal Kapoor,Milan Luthria
tt0982875,Gauri: The Unborn,2007,Drama | Horror | Thriller,Mohan Azaad | Anupam Kher | Atul Kulkarni | Manasi,Aku Akbar
tt0985636,Laaga Chunari Mein Daag: Journey of a Woman,2007,Drama,Abhishek Bachchan | Rani Mukerji | Konkona Sen Sharma | Jaya Bhaduri,Pradeep Sarkar
tt0986213,Aaja Nachle,2007,Drama | Musical,Madhuri Dixit | Darshan Jariwala | Raghuvir Yadav | Divya Dutta,Anil Mehta
tt0986264,Taare Zameen Par,2007,Drama | Family,Darsheel Safary | Aamir Khan | Tanay Chheda | Sachet Engineer,Aamir Khan | Amole Gupte
tt0988655,A Flat,2010,Drama | Horror | Romance,Jimmy Shergill | Sanjay Suri | Hazel Croney | Kaveri Jha,Hemant Madhukar
tt0989633,Delhii Heights,2007,Drama | Romance,Jimmy Shergill | Neha Dhupia | Kamini Khanna | Madhavan,R. Anand Kumar
tt0991267,30 Days,2004,Horror,Abhay Bhargav | Milind Gunaji | Dinesh Hingoo | Mushtaq Khan,Ravi Sinha
tt0991346,Bhoothnath,2008,Comedy | Drama | Fantasy,Amitabh Bachchan | Juhi Chawla | Satish Shah | Rajpal Yadav,Vivek Sharma
tt0995031,Bhool Bhulaiyaa,2007,Comedy | Horror | Mystery,Akshay Kumar | Vidya Balan | Ameesha Patel | Shiney Ahuja,Priyadarshan
tt0995035,Dhol,2007,Comedy,Sharman Joshi | Tusshar Kapoor | Kunal Khemu | Rajpal Yadav,Priyadarshan
tt0995718,Ek Chalis Ki Last Local,2007,Adventure | Comedy | Crime,Abhay Deol | Neha Dhupia | Amit Mistry | Ashok Samarth,Sanjay M. Khanduri
tt0995740,No Smoking,2007,Drama | Thriller,John Abraham | Ayesha Takia | Paresh Rawal | Ranvir Shorey,Anurag Kashyap
tt0995752,Tashan,2008,Action | Comedy | Crime,Akshay Kumar | Saif Ali Khan | Kareena Kapoor | Anil Kapoor,Vijay Krishna Acharya
tt0995823,Khoya Khoya Chand,2007,Drama | Romance,Shiney Ahuja | Soha Ali Khan | Rajat Kapoor | Vinay Pathak,Sudhir Mishra
tt0995827,The Train: Some Lines Shoulder Never Be Crossed...,2007,Thriller,Emraan Hashmi | Geeta Basra | Rajat Bedi | Anant Mahadevan,Hasnain Hyderabadwala | Raksha Mistry
tt0995840,Aap Kaa Surroor: The Moviee - The Real Luv Story,2007,Drama | Romance | Thriller,Himesh Reshammiya | Hansika Motwani | Mallika Sherawat | Shravan Rathod,Prashant Chadha
tt1014672,Bheja Fry,2007,Comedy | Drama,Vinay Pathak | Rajat Kapoor | Sarika | Milind Soman,Sagar Ballary
tt1016044,Yehi Hai Zindagi,2005,Action | Crime | Drama,Parvin Dabas | Benjamin Gilani | Sahil Khan | Sheetal Kshirsagar,Ajay Phansekar | Raam Shetty
tt1016159,Chain Kulii Ki Main Kulii,2007,Comedy | Drama | Family,Anand Abhyankar | Parimal Aloke | Chandan Anand | Bobby Bedi,Kittu Saluja
tt1017456,Race,2008,Action | Crime | Drama,Saif Ali Khan | Akshaye Khanna | Bipasha Basu | Katrina Kaif,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla
tt1020937,Awarapan,2007,Action | Crime | Drama,Salil Acharya | Emraan Hashmi | J. Brandon Hill | Rehan Khan,Mohit Suri
tt1020978,Naqaab,2007,Crime | Drama | Romance,Bobby Deol | Akshaye Khanna | Urvashi Sharma | Vikas Kalantri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla
tt1024839,De Taali,2008,Comedy | Drama | Romance,Aftab Shivdasani | Ayesha Takia | Ritesh Deshmukh | Rimi Sen,Eeshwar Nivas
tt1024852,Meerabai Not Out,2008,Comedy | Drama | Romance,Anupam Kher | Mahesh Manjrekar | Mandira Bedi | Eijaz Khan,Chandrakant Kulkarni
tt1024943,Om Shanti Om,2007,Action | Comedy | Drama,Shah Rukh Khan | Arjun Rampal | Kiron Kher | Shreyas Talpade,Farah Khan
tt1029231,Krrish 3,2013,Action | Sci-Fi,Hrithik Roshan | Amitabh Bachchan | Priyanka Chopra | Naseeruddin Shah,Rakesh Roshan
tt1034449,Kidnap,2008,Crime | Drama | Thriller,Sanjay Dutt | Imran Khan | Minissha Lamba | Vidya Malvade,Sanjay Gadhvi
tt1039989,Sunday,2008,Action | Comedy | Romance,Ajay Devgn | Ayesha Takia | Arshad Warsi | Irrfan Khan,Rohit Shetty
tt1039995,U Me Aur Hum,2008,Comedy | Drama | Romance,Ajay Devgn | Kajol | Sumeet Raghvan | Divya Dutta,Ajay Devgn
tt1043451,Delhi-6,2009,Comedy | Drama,Waheeda Rehman | Abhishek Bachchan | Sonam Kapoor | Rishi Kapoor,Rakeysh Omprakash Mehra
tt1043876,Woodstock Villa,2008,Drama | Mystery | Thriller,Sikander Kher | Neha Uberoi | Arbaaz Khan | Gulshan Grover,Hansal Mehta
tt1047519,Red Swastik,2007,Crime | Drama | Thriller,Sherlyn Chopra | Udayyan Raathore | Zahid Ali | Amrita,Vinod Pande
tt1050739,Roadside Romeo,2008,Animation | Comedy | Family,Saif Ali Khan | Kareena Kapoor | Javed Jaffrey | Vrajesh Hirjee,Jugal Hansraj
tt1056465,Chanchal,2008,Drama | Musical,Armaan Shahabi | Gracy Singh,Indrajit Singh
tt1060249,Drona,2008,Action | Adventure | Drama,Jayshree Arora | Veer Arya | Abhishek Bachchan | Jaya Bhaduri,Goldie Behl
tt1065099,My Friend Ganesha,2007,Animation,Arun Bakshi | Ahsaas Channa | Kiran Janjani | Mushtaq Khan,Rajiv S. Ruia
tt1077248,Johnny Gaddaar,2007,Crime | Drama | Thriller,Dharmendra | Rimi Sen | Ashwini Khalsekar | Neil Nitin Mukesh,Sriram Raghavan
tt1079967,Hastey Hastey Follow Your Heart,2008,Comedy | Drama,Jimmy Shergill | Rajpal Yadav | Shakti Kapoor | Ann Marie Seall,Ramanjit Juneja | Tony
tt1083447,Buddha Mar Gaya,2007,Comedy,Mona Ambegaonkar | Jitender Bhargava | Birbal | Heenaa Biswas,Rahul Rawail
tt1083988,Journey Bombay to Goa: Laughter Unlimited,2007,Comedy,Sunil Pal | Raju Srivastava | Vijay Raaz | Ehsaan Qureshi,Raj Pendurkar
tt1084972,Wanted,2009,Action | Comedy | Crime,Salman Khan | Ayesha Takia | Vinod Khanna | Mahesh Manjrekar,Prabhudheva
tt1087856,Hello,2008,Drama | Romance,Bharati Achrekar | Amrita Arora | Sharman Joshi | Katrina Kaif,Atul Agnihotri
tt1090650,Dhokha,2007,Action | Drama | Romance,Muzammil Ibrahim | Tulip Joshi | Aushima Sawhney | Bharat Dabholkar,Pooja Bhatt
tt1091229,Chandni Chowk to China,2009,Action | Adventure | Comedy,Akshay Kumar | Deepika Padukone | Mithun Chakraborty | Ranvir Shorey,Nikhil Advani
tt1092005,Golmaal Returns,2008,Comedy | Crime | Drama,Amrita Arora | Leigh Barwell | Robin Bhatt | Ajay Devgn,Rohit Shetty
tt1093370,Jab We Met,2007,Comedy | Romance,Shahid Kapoor | Kareena Kapoor | Tarun Arora | Dara Singh,Imtiaz Ali
tt1093387,Sab Kuch Hai Kuch Bhi Nahin,2005,Drama,Brian Dawson | Vikram Gokhale | Puja Gupta | A.K. Hangal,Abhik Bhanu
tt1095038,Victoria No. 203: Diamonds Are Forever,2007,Comedy | Crime | Mystery,Anupam Kher | Om Puri | Jimmy Shergill | Soniya Mehra,Anant Mahadevan
tt1099196,Dil Dosti Etc,2007,Comedy | Crime | Drama,Imaaduddin Shah | Shreyas Talpade | Smriti Mishra | Nikita Anand,Manish Tiwary
tt1101665,Shaurya: It Takes Courage to Make Right... Right,2008,Crime | Drama | Thriller,Rahul Bose | Javed Jaffrey | Minissha Lamba | Seema Biswas,Samar Khan
tt1105709,8 x 10 Tasveer,2009,Crime | Drama | Mystery,Akshay Kumar | Ayesha Takia | Javed Jaffrey | Girish Karnad,Nagesh Kukunoor
tt1105733,Kismat Konnection,2008,Comedy | Drama | Romance,Shahid Kapoor | Vidya Balan | Vishal Malhotra | Om Puri,Aziz Mirza
tt1105747,Yuvvraaj,2008,Comedy | Drama | Romance,Salman Khan | Anil Kapoor | Zayed Khan | Mithun Chakraborty,Subhash Ghai
tt1114725,Heroes,2008,Action | Adventure | Comedy,Sohail Khan | Vatsal Seth | Amrita Arora | Riya Sen,Samir Karnik
tt1117964,Bobby: Love and Lust,2005,Romance,Monalisa | Usha Bachani | Gaurav Dixit | Milind Gunaji,Rakesh Parmaar
tt1118646,Aseema: Beyond Boundaries,2009,Drama | Romance,Gracy Singh | Asseem Merchant | Neha Pendse | Aryan Singh,Sisir Misra
tt1120897,Dhan Dhana Dhan Goal,2007,Sport,John Abraham | Arshad Warsi | Bipasha Basu | Boman Irani,Vivek Agnihotri
tt1124386,Pankh,2010,Drama,Bipasha Basu | Lillete Dubey | Mahesh Manjrekar | Ronit Roy,Sudipto Chattopadhyay
tt1126516,Money Hai Toh Honey Hai,2008,Comedy | Drama,Govinda | Manoj Bajpayee | Aftab Shivdasani | Upen Patel,Ganesh Acharya
tt1127870,Mumbai Salsa,2007,Comedy | Drama,Linda Arsenio | Shaurya Chauhan | Alisha Chinoi | Vir Das,Manoj Tyagi
tt1132589,Hijack,2008,Action | Drama | Thriller,Shiney Ahuja | Mona Ambegaonkar | Ishita Chauhan | Mukesh Chhabra,Kunal Shivdasani
tt1132595,Maan Gaye Mughall-E-Azam,2008,Comedy | Crime | Drama,Mallika Sherawat | Rahul Bose | Paresh Rawal | Kay Kay Menon,Sanjay Chhel
tt1132606,Ugly Aur Pagli,2008,Comedy | Drama,Mallika Sherawat | Ranvir Shorey | Bharati Achrekar | Zeenat Aman,Sachin Kamlakar Khot
tt1137434,Aabra Ka Daabra,2004,Fantasy,Naveen Bawa | Satish Kaushik | Anupam Kher | Krrishna,Dheeraj Kumar
tt1137979,Rama Rama Kya Hai Dramaaa,2008,Comedy | Drama | Romance,Neha Dhupia | Amrita Arora | Anupam Kher | Rati Agnihotri,Chandrakant Singh
tt1139671,Yeh Hai Pyar Ka Mausam,2001,Crime,Rajat Bakshi | Rajesh Bakshi | Prem Chabra | Harish Ghera,Rajesh Bakshi
tt1144804,Kambakkht Ishq,2009,Action | Comedy | Romance,Sylvester Stallone | Brandon Routh | Denise Richards | Whoopi Goldberg,Sabir Khan
tt1146325,Singh Is Kinng,2008,Action | Comedy | Crime,Akshay Kumar | Katrina Kaif | Om Puri | Kiron Kher,Anees Bazmee
tt1156148,Karzzzz,2008,Action | Drama | Musical,Himesh Reshammiya | Urmila Matondkar | Shweta Kumar | Dino Morea,Satish Kaushik
tt1159917,Bombay to Bangkok,2008,Comedy | Drama | Romance,Shreyas Talpade | Lena Christensen | Vijay Maurya | Manmeet Singh,Nagesh Kukunoor
tt1166100,Ghajini,2008,Action | Drama | Mystery,Aamir Khan | Asin | Jiah Khan | Tinnu Anand,A.R. Murugadoss
tt1169841,Return of Hanuman,2007,Animation | Action | Adventure,N/A,Anurag Kashyap
tt1170399,C Kkompany,2008,Comedy | Drama,Tusshar Kapoor | Anupam Kher | Rajpal Yadav | Raima Sen,Sachin Yardi
tt1170404,Mere Baap Pehle Aap,2008,Comedy | Drama | Romance,Paresh Rawal | Akshaye Khanna | Genelia D'Souza | Om Puri,Priyadarshan
tt1170411,Victory,2009,Drama | Sport,Harman Baweja | Allan Border | Mike Hussey | Simon Jones,Ajit Pal Mangat
tt1172587,Delhi Safari,2012,Animation,Cary Elwes | Christopher Lloyd | Troy Baker | Tom Kenny,Nikhil Advani
tt1174041,Main Aurr Mrs Khanna,2009,Comedy | Drama,Kareena Kapoor | Salman Khan | Sohail Khan | Yash Tonk,Prem Soni
tt1176141,Zahreela,2001,Action,Vikas Anand | Asrani | Mithun Chakraborty | Gulshan Grover,Raj N. Sippy
tt1176201,Jai Ganesh Deva,2001,Fantasy,Delhi Ganesh | Jai Ganesh | Nizhalgal Ravi | Radha Ravi,K. Shankar
tt1176911,Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,Action | Comedy | Drama,Rajendraprasad | Nasser | Rambha | Raju Sundaram,Shashanka Ghosh
tt1176960,One Two Three,2008,Action | Comedy | Drama,Neetu Chandra | Esha Deol | Vrajesh Hirjee | Tusshar Kapoor,Ashwani Dhir
tt1176961,Paying Guests,2009,Comedy | Drama,Shreyas Talpade | Javed Jaffrey | Aashish Chaudhary | Vatsal Seth,Paritosh Painter
tt1178657,Superstar,2008,Drama | Romance,Kunal Khemu | Tulip Joshi | Aushima Sawhney | Apoorva S. Badgaiyan,Rohit Jugraj
tt1179781,Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008,Action | Adventure | Drama,Vivek Oberoi | Zayed Khan | Shriya Saran | Shabbir Ahluwalia,Apoorva Lakhia
tt1179782,Mithya,2008,Comedy | Crime | Drama,Ranvir Shorey | Neha Dhupia | Naseeruddin Shah | Saurabh Shukla,Rajat Kapoor
tt1182884,Dulha Mil Gaya,2010,Comedy | Drama,Sushmita Sen | Fardeen Khan | Ishita Sharma | Shah Rukh Khan,Mudassar Aziz
tt1182908,Krazzy 4,2008,Action | Comedy | Crime,Juhi Chawla | Irrfan Khan | Arshad Warsi | Rajpal Yadav,Jaideep Sen
tt1182937,Rab Ne Bana Di Jodi,2008,Comedy | Drama | Musical,Shah Rukh Khan | Vinay Pathak | Anushka Sharma | M.K. Raina,Aditya Chopra
tt1182972,Bachna Ae Haseeno,2008,Comedy | Drama | Romance,Ranbir Kapoor | Bipasha Basu | Minissha Lamba | Deepika Padukone,Siddharth Anand
tt1183917,Teen Patti,2010,Drama | Thriller,Amitabh Bachchan | Madhavan | Shraddha Kapoor | Siddharth Kher,Leena Yadav
tt1183944,Sadiyaan: Boundaries Divide... Love Unites,2010,Drama | Romance,Rekha | Hema Malini | Javed Sheikh | Avtar Gill,Raj Kanwar
tt1183946,The Stoneman Murders,2009,Crime | Drama | Mystery,Kay Kay Menon | Arbaaz Khan | Rukhsar | Veerendra Saxena,Manish Gupta
tt1185412,Veer,2010,Action | Adventure | Drama,Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan,Anil Sharma
tt1185420,Dostana,2008,Comedy | Drama | Romance,Abhishek Bachchan | John Abraham | Priyanka Chopra | Kiron Kher,Tarun Mansukhani
tt1185442,Kurbaan,2009,Action | Crime | Drama,Kareena Kapoor | Saif Ali Khan | Om Puri | Vivek Oberoi,Renzil D'Silva
tt1187043,3 Idiots,2009,Comedy | Drama,Aamir Khan | Kareena Kapoor | Madhavan | Sharman Joshi,Rajkumar Hirani
tt1188982,Jai Ho,2014,Action | Drama,Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza,Sohail Khan
tt1188996,My Name Is Khan,2010,Drama | Romance | Thriller,Shah Rukh Khan | Kajol | Katie A. Keane | Kenton Duty,Karan Johar
tt1189006,Toonpur Ka Superrhero,2010,Animation | Action | Adventure,Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal,Kireet Khurana
tt1191118,Hello Darling,2010,Comedy | Drama,Gul Panag | Celina Jaitly | Isha Koppikar | Chunky Pandey,Manoj Tiwari
tt1191138,Thoda Pyaar Thoda Magic,2008,Comedy | Drama | Family,Rishi Kapoor | Saif Ali Khan | Rani Mukerji | Akshat Chopra,Kunal Kohli
tt1194232,Jaane Kahan Se Aayi Hai,2010,Comedy | Drama | Fantasy,Priyanka Chopra | Akshay Kumar | Jacqueline Fernandez | Karan Johar,Milap Zaveri
tt1194236,Get Educated: Paathshaala,2010,Drama,Nana Patekar | Shahid Kapoor | Ayesha Takia | Sushant Singh,Milind Ukey
tt1194608,Ek Vivaah... Aisa Bhi,2008,Drama | Romance,Isha Koppikar | Sonu Sood | Anand Abhyankar | Daman Baggan,Kaushik Ghatak
tt1198101,Kites,2010,Action | Drama | Romance,Hrithik Roshan | Bárbara Mori | Steven Michael Quezada | Kangana Ranaut,Anurag Basu
tt1199490,Bad Luck Govind,2009,Comedy | Crime | Drama,Gaurav Kapoor | Hrishitaa Bhatt | Govind Namdeo | Zakir Hussain,Varun Khanna
tt1199534,Tulsi: Mathrudevobhava,2008,Drama,Manisha Koirala | Irrfan Khan | Sadashiv Amrapurkar | Tinnu Anand,Ajay Kumar
tt1201557,Acid Factory,2009,Action | Crime | Drama,Fardeen Khan | Dia Mirza | Manoj Bajpayee | Aftab Shivdasani,Suparn Verma
tt1202344,Ab... Bas!,2004,Thriller,Chetanya Adeep | Shawar Ali | Arun Bakshi | Chitrapama,Rajesh Kumar Singh
tt1202517,Barah Aana,2009,Comedy | Crime | Drama,Naseeruddin Shah | Vijay Raaz | Arjun Mathur | Violante Placido,Raja Menon
tt1202540,Dil Bole Hadippa!,2009,Comedy | Drama | Sport,Shahid Kapoor | Rani Mukerji | Anupam Kher | Dalip Tahil,Anurag Singh
tt1214948,Bhram: An Illusion,2008,Drama | Mystery | Romance,Dino Morea | Milind Soman | Sheetal Menon | Simone Singh,Pavan Kaul
tt1216276,26th July at Barista,2008,Drama,Ajita | Himani Chawla | Sumeet Chawla | Suresh Dubey,Mohan Sharma
tt1216300,Jannat: In Search of Heaven...,2008,Crime | Drama | Romance,Emraan Hashmi | Sonal Chauhan | Shakeel Khan | Sameer Kochhar,Kunal Deshmukh
tt1217608,Yaar Meri Zindagi,2008,Drama | Family | Musical,Amitabh Bachchan | Shatrughan Sinha | Sharda | Sudha Chandran,Ashok Gupta | Mukul Dutt
tt1218038,The President Is Coming,2009,Comedy,Konkona Sen Sharma | Shernaz Patel | Shivani Tanksale | Anand Tiwari,Kunaal Roy Kapur
tt1218345,Dil Kabaddi,2008,Comedy | Drama,Irrfan Khan | Rahul Bose | Rahul Khanna | Konkona Sen Sharma,Anil Senior
tt1220718,Via Darjeeling,2008,Drama | Mystery | Thriller,Kay Kay Menon | Sonali Kulkarni | Parvin Dabas | Vinay Pathak,Arindam Nandy
tt1221133,EMI: Liya Hai To Chukana Padega,2008,Comedy | Crime | Drama,Malaika Arora | Arun Bakshi | Aashish Chaudhary | Snehal Dabi,Saurabh Kabra
tt1221139,Welcome to Sajjanpur,2008,Comedy | Drama,Shreyas Talpade | Amrita Rao | Ravi Kishan | Ila Arun,Shyam Benegal
tt1221142,Mumbai Cutting,2011,Drama,Raj Singh Arora | Abhisar Bose | Neetu Chandra | Master Chinmay,Jahnu Barua | Rahul Dholakia | Rituparno Ghosh | Shashanka Ghosh | Manish Jha | Anurag Kashyap | Sudhir Mishra | Ruchi Narain | Ayush Raina | Revathy | Kundan Shah
tt1223922,Blue,2009,Action | Adventure | Romance,Akshay Kumar | Sanjay Dutt | Lara Dutta | Zayed Khan,Anthony D'Souza
tt1224454,Sirf....: Life Looks Greener on the Other Side,2008,Drama,Kay Kay Menon | Manisha Koirala | Ranvir Shorey | Sonali Kulkarni,Rajatesh Nayyar
tt1227524,Aashayein,2010,Comedy | Drama,John Abraham | Anaitha Nair | Girish Karnad | Farida Jalal,Nagesh Kukunoor
tt1227762,Aladin,2009,Action | Adventure | Comedy,Shubhankar Atre | Amitabh Bachchan | Victor Banerjee | Dhaval Barbhaya,Sujoy Ghosh
tt1228707,Jimmy,2008,Action | Crime | Drama,Mimoh Chakraborty | Rati Agnihotri | Vikas Anand | Rahul Dev,Raj N. Sippy
tt1228726,Mr. White Mr. Black,2008,Action | Comedy | Crime,Sunil Shetty | Arshad Warsi | Sadashiv Amrapurkar | Deep Dhillon,Deepak S. Shivdasani
tt1228744,Pranali: The Tradition,2008,Crime | Drama,Nargis Bagheri | Upendra Limaye | Sudha Chandran | Raman Trikha,Hridesh Kamble
tt1230165,Rock On!!,2008,Drama | Music,Arjun Rampal | Farhan Akhtar | Luke Kenny | Purab Kohli,Abhishek Kapoor
tt1230448,Billu,2009,Comedy | Drama,Irrfan Khan | Shah Rukh Khan | Lara Dutta | Om Puri,Priyadarshan
tt1234250,Mehbooba,2008,Drama | Romance,Sanjay Dutt | Manisha Koirala | Ajay Devgn | Asrani,Tabrez Hashmi | Afzal Khan
tt1236441,Phir Kabhi,2008,Drama | Romance,Mithun Chakraborty | Dimple Kapadia | Rati Agnihotri | Gulshan Grover,V.K. Prakash
